Intercept,tripDistance,pickupLong,pickupLat,dropoffLong,dropoffLat
5.028590934,2.761423338,-7.790577511,-14.14514687,-0.134730892,-0.269981063
5.951969093,2.701597642,0.731671322,1.377844217,-3.788663098,-6.975967553
5.505080495,2.743868831,-1.946188364,-3.556397952,-1.417566412,-2.595897206
8.498459346,2.720663465,5.614733994,10.16265711,-1.806132409,-3.362215214
9.974168296,2.759015253,15.01156939,27.07169393,-1.471995398,-2.642536436
11.10265178,2.697870485,6.371369639,11.11085106,-7.021941757,-12.47387889
10.19431613,2.636780352,0.980996896,1.858578078,-5.057892457,-9.413814561
7.334211916,2.713331593,1.477625002,2.818220023,-3.632386447,-6.825968856
5.884841469,2.682322556,2.605943795,4.671318099,-7.240166971,-13.14105416
6.421375404,2.710648605,2.505622955,4.500452836,-5.184458301,-9.437163062
4.601622393,2.745200924,-0.848955361,-1.558187149,0.73074082,1.316579347
5.524186987,2.713771457,-5.05464499,-9.175545151,-9.660994878,-17.57621696
5.151957918,2.730390759,0.759988695,1.344633475,-4.108045029,-7.449852843
6.106978842,2.733359355,-0.3473209,-0.630757099,-4.079682831,-7.452417564
6.838081799,2.612000631,0.159247419,0.281714799,-1.545508228,-2.849215818
6.200297707,2.730644594,3.26077638,5.884542763,-5.717962635,-10.38841497
6.467558884,2.737470316,-1.791416624,-3.333396027,-1.658188248,-2.978239959
7.161704956,2.700584388,1.705410237,3.081604116,-4.538292434,-8.288466548
7.935600881,2.686433078,1.176929327,2.127365752,-3.75687475,-6.897865015
6.854565504,2.700250355,-0.248542825,-0.487361917,-1.925649581,-3.528709575
7.600848278,2.645121967,-3.224790661,-5.879687357,3.661546165,6.58332823
6.182368521,2.565901509,-2.641722375,-4.71519864,0.344742762,0.495256528
5.659040392,2.643235909,1.652159923,3.02984402,2.915369064,5.216484766
7.646017124,2.615435872,-0.684024263,-1.387696179,0.184248535,0.387930842
